probeset	Pho3_mutant_rep2.signal	Pho3_mutant_rep3.signal	Root_rh2d-1_rep1.signal	Root_rh2d-1_rep2.signal	CO2_1000ppm_rep1.signal	CO2_1000ppm_rep2.signal	Cell_wall_isox1.signal	Cell_wall_isox2.signal	Cell_wall_isox3.signal	Cold_sfr2-1_rep1.signal	Cold_sfr2-1_rep2.signal	Cold_str6-1_rep1.signal	Cold_str6-1_rep2.signal	Defence_ce2cir1_ein2.signal	Defence_cir1.signal	Defence_ein2.signal	Ethylene_3h_10%light_rep1.signal	Ethylene_3h_10%light_rep2.signal	Ethylene_3h_10%light_rep3.signal	Ethylene_5ppm-eth_rep1.signal	Ethylene_5ppm-eth_rep2.signal	Ethylene_5ppm-eth_rep3.signal	Agro_tum_rep1.signal	Gluc_deoxyglucose.signal	Gluc_glucose.signal	Gluc_mannitol.signal	Gluc_methylglucose.signal	Gluc_water.signal	Agro_tum_rep2.signal	Glyox_irv_rep1.signal	Glyox_irv_rep2.signal	Glyox_irv_rep3.signal	Glyox_msx_rep1.signal	Glyox_msx_rep2.signal	Glyox_msx_rep3.signal	Glyox_wsx_rep1.signal	Glyox_wsx_rep2.signal	Glyox_wsx_rep3.signal	Lig_MYB61ox_nosucrose_rep1.signal	Lig_MYB61ox_nosucrose_rep2.signal	Lig_MYB61ox_nosucrose_rep3.signal	Lig_MYB61ox_sucrose_rep1.signal	Lig_MYB61ox_sucrose_rep2.signal	Lig_MYB61ox_sucrose_rep3.signal	Lig_MYB761_nosucrose_rep1.signal	Lig_MYB761_nosucrose_rep2.signal	Lig_MYB761_nosucrose_rep3.signal	Lig_MYB761_sucrose_rep1.signal	Lig_MYB761_sucrose_rep2.signal	Lig_MYB761_sucrose_rep3.signal	Lig_col0_sucrose_rep1.signal	Lig_col0_sucrose_rep2.signal	Lig_col0_sucrose_rep3.signal	Microgameto_bicell_rep1.signal	Microgameto_bicelll_rep2.signal	Anther_ms1_old.signal	Microgameto_tricell_rep1.signal	Microgameto_tricell_rep2.signal	Microgameto_uninucl_rep1.signal	Microgameto_uninucl_rep2.signal	Mycorrhiza_with.signal	Nematode_with.signal	Ozone_with.signal	Anther_ms1_young.signal	Pcd_heat_rep1.signal	Pcd_heat_rep2.signal	Pcd_senescence_rep1.signal	Pcd_senescence_rep2.signal	Pho3_mutant_rep1.signal	
245042_at	-3.16733393848739	-6.30642632197284	2.48582154597845	1.8565383124759	-1.15923965731497	-2.9056758366044	1.65543365628821	3.51410390577844	11.02173996401	-2.26651598960023	-1.57603304235424	-2.71585354724793	-1.7671118298833	-1.24041690021489	-7.17094137572345	-10.8495355680824	7.7691230019362	-2.26297894361661	-9.01121826798489	-8.98665433832222	15.7789386503152	6.84971150982347	-2.33818744185867	2.98807087868261	16.27342025317	6.28565070888936	11.7519948158685	3.14804310980995	-1.87759814818533	-3.87962746457521	-4.55277784694017	3.02870608315449	14.0986545508432	3.15776725071991	5.42358554658861	-1.79263481748103	-1.07001929441579	50.0598299116765	1.4395957881208	1.51965654938238	4.24604392670545	-3.63958114708614	5.27866050006717	9.49834939599584	1.63979844936897	3.70248101601335	1.91533280204089	-2.1198467111818	6.30899611816976	9.29016426481759	22.4924963385274	-7.50375952252056	-3.61640587330376	-2.05553804444025	22.0455961393687	-79.9039655751177	13.7775201921465	3.21280399162467	-4.19406030082586	9.02247192893212	-3.58788120991367	1.51472501750991	8.79037845160319	2.83181317147839	-5.33882649688887	-4.9290334376014	-2.09725518913105	-8.3782844323808	-5.24918184131145	
245071_at	-0.324578373180217	1.30237745718617	-1.77974296962276	4.32291209004561	1.31753711646492	8.19735799230106	0.909474812009085	5.88494919236172	6.57881347896058	0.57943301251016	-0.329220848560834	0.530638318222356	-0.4549716021224	-0.924812638097587	-0.366247650754292	-0.466106932007081	2.64192679581114	-1.70951129135145	1.49829644986726	0.75647079736603	1.05758305369321	0.405329924687067	1.07194256313108	0.702636290302214	-0.879118155786774	1.49286842205066	-3.45415248082738	4.14923814618211	-1.30627643585214	0.307888644639042	-5.19089306968443	-1.31753711646492	0.553294755665112	-0.363362522202774	-0.744072863702961	0.580562975288331	-0.803140279884403	-1.14355096081952	0.481860801323517	-0.278168249558458	0.679316239582311	-1.17924958483938	2.02116282078218	-0.37962102907134	0.951813424045306	-0.341066263168474	0.977437217430546	-30.8437514627876	1.26823742087544	0	0.593648610175629	-0.367582533037337	0.441506520720959	-0.336947704616939	4.94791314045676	-0.844291839572088	3.04486433764556	-0.818067899101252	-1.20997443147803	-2.8181499889293	0	-1.04500712107251	-0.844291839572088	0.506584383342258	1.70951129135145	-0.706695052611424	2.75808748945039	-0.667779784573292	-0.520679967996399	
245089_at	0.778592719306789	0.976708680140108	9.18603082263654	15.7229186165829	1.41399065834087	-0.87096780952622	-5.61049744704838	-2.18452129701092	-2.05553649720829	-20.1259384217993	1.68485037438844	-4.15512592896032	1.13296082796212	-45.4002584463307	4.31536169753582	2.49183602151865	-3.36847055373772	-8.02809413208469	4.7445735978223	11.523864856904	2.05875172907503	2.61610561781985	0.821421274534451	-1.56828567263866	-14.4185354551667	-1.02485010020052	-1.19776269726572	-1.8012280995103	0.442339445522798	1.33852715521931	0.822512537812947	0.953245063361541	1.19198381264188	0.810549372889839	1.16222827945095	1.0584581355278	0.781636157170384	0.823687187304447	-4.03656694590332	3.32402928669061	-1.58401202546748	1.47597977156513	1.38547597703113	2.41860403173334	0.901266715984161	1.4312535225225	0.752382237689149	-11.4881657064907	1.57469621913192	32.0914668560053	2.13387707715241	2.68168854452461	5.18282121693326	0.71191094503257	0.532206519733878	0.865693564288598	0.544280447194998	0.607222074306865	0.695750750497589	0.638265791138686	-21.2407656784318	0.856136609040151	2.06477039477137	0.821966915024802	-4.71927511834863	7.1608183578555	-0.659352117422083	-0.633741635797424	1.25928481468992	
245112_at	-3.38068131833442	-1.31068332273725	-12.4293188164504	-2.80825259882257	1.34934095837708	-3.35449828591437	0.19601931707907	0.20952985778129	0.269034826398221	-18.1108196159586	-12.8496027415378	-0.711457798281646	2.59527688106875	-2.72752415057943	13.8867200695527	-0.364862677267219	4.25703948833645	3.19157183280343	17.9751668457204	2.1675532947764	2.77120688602731	3.163565683895	0.553889155094273	-2.58011579628838	-5.93226345242888	-2.42348457677334	-3.3413283304362	-3.05472247307002	0.630929753571458	2.84567716741791	-17.8246329032287	10.8296484626726	1.04320359329792	1.25483404122131	1.43519912891089	0.934933271619525	0.884684003672326	1.13641276343713	-1.39161981743557	-2.51919724617528	-1.96864780831278	-1.35921520728412	-2.96661445638934	-1.15717563201586	-1.55461925470028	9.65808752110378	-1.69032208731403	63.2184668810258	-11.0606491042687	-1.9016187889773	-1.92587831914718	-38.2458243658963	-60.0258788298108	0.555563150816181	0.574864772115176	1.45546249098176	-1.05332574619326	0.572333207962295	0.6896395149167	-0.673207176354162	-29.8670016214919	-12.5332089470786	-1.22625824096698	1.2514613102236	3.25278859329875	26.1070102175655	0.31176905168487	0.585180272930026	4.98796731649185	
245145_at	1.68984510661482	1.91218730223642	-11.8987020252	-1.45893893741331	-33.1728171258218	8.73677392113625	1.10297322362832	1.1455626095558	1.35467374973036	-26.3303706514938	2.31905399533766	44.8097881162878	1.21595172436067	-1.27486505678834	7.54323483397672	-5.18221582646881	-3.19037792621198	-5.42805506793475	-1.58737652014696	3.21208435508024	2.74115075345118	14.4928154549329	-11.6582989021182	5.59643640114551	2.11001095648216	-10.9238421321442	10.7400536662813	15.4367008716654	-2.11308885792181	10.7047966188654	2.98003883359241	9.67326236282947	1.81568769337963	1.43664473127978	5.85340586507405	4.04185941398116	1.96888301503728	1.37418761442926	-3.6499697725009	2.2705049813658	1.84681355287454	16.3570006161362	1.97612564263899	-3.96647347094029	12.7953386481192	-2.19267102213658	1.75125996084813	-5.70255845007677	2.60018223271096	-2.67910423329874	2.28229602184306	5.25065570493405	1.38215499186528	0.379940365154362	0.377771033332375	-2.27495988034259	-0.619101101141532	-0.938361031519472	0.309946605275556	0.345406260840851	-7.77700489531655	1.11410131771863	-3.72376149801286	-6.35848165085079	12.4809215042457	1.94629706236112	5.24335921133784	5.04328740096312	14.7959864166392	
245159_at	3.70248101601334	-4.86029884542568	-0.837399923432539	6.71756855358958	5.04474410037264	-0.864872280265568	-2.2910836959562	0.625820780996686	0.580876763137897	-1.13296082796212	-1.47114916397538	-1.32738658406376	-5.95799540758082	-5.52675519929538	1.47328036532831	-1.50629732160284	6.77703343869138	-0.911692099881092	3.14605467025238	-6.08321283159671	0.832764964729841	-1.55774770288464	0	-1.18227196914744	92.5347159269909	-1.03325041768147	-0.768997151837021	-0.541761973696305	0.73795566391074	-0.614075542611822	-2.83142519303711	0.677493863591665	-1.53676649399132	2.22392379005897	0.506706825085916	-0.329628243984668	1.80370808607922	0.660824521763688	0.80970346713478	-2.54023833746791	6.9256917232262	0.446746731023058	-7.48597384641682	-1.22783097933595	-1.77640025630533	1.4243084036891	1.04608548439179	0.56136893206222	-1.21266078959727	0.496505794491916	-0.978121559830609	7.48597384641682	-0.72314052166268	-0.173908141821578	-0.178638989522061	0.441933697716373	-0.857118171167982	-1.12000942923982	-0.149761814058011	-0.154523182199391	1.44534213676345	6.38058246087523	1.07608223278949	1.19445079687954	-2.49451558122848	-9.50730875715939	-2.53001299330319	-2.40942083965321	-109.170314192663	
245168_at	2.2638516159975	-7.78307541468491	3.05093358641699	3.11527354292608	-7.99270740804571	25.8857382629941	-1.93790794016203	-1.80028732359053	-1.63363359640141	3.18173355491105	-9.97749126302082	1.52542911833869	-1.51776981204687	45.6463806784887	-1562.5270061535	14.9844038820164	-6.70205015239888	6.78984577816625	3.31280924445103	-22.6060615027081	8.17600121460328	-17.5210168530146	8.38275532032278	6.13952595962746	-9.78553547235698	1.47448407366746	2.12686170515295	1.90420546132722	-2.44705091930641	-7.67129390267162	-27.6307107578433	-322.47327184368	-6.04019592738671	0.916211846533524	1.38982831913578	10.127297008639	4.41881803852455	1.39785230153485	2.83365236720096	-13.2621581680888	1.27753740631883	-5.45995456552955	4.95193190642779	-2.55000086504312	102.60811865962	12.4314002079874	9.04618823555927	-0.988167963239022	-1.80189751903327	-0.940673388892923	3.10303917925386	19.400960729728	1.65103573469422	1.7369961565985	1.79494874267822	-1.47602749014801	0.615083597408368	0.744034168755996	-6.05381603646037	-3.48083772195973	4.9487516444507	-3.90552303528923	20.4079266878533	-1.9690565815798	4.55338789092691	2.81488405084748	0.514770444392861	0.563014257536202	4.50664679452819	
245174_at	1.61213466963819	-0.686177763518449	-2.59756825183535	-1.21932151869864	2.19949723586246	-1.26243433377421	0.505437323038033	0.529543794930974	0.381630326390483	-5.08128254740574	2.24626896628909	-3.61462312251526	-7.24684927086055	0.665790869355887	0.799818470761812	3.82350459385181	-2.78573696211751	10.5859667086064	-2.57837711052867	-1.44453188243436	-276.219006503849	-3.00062117015346	1.52554953704782	-1.6582514284092	-1.33205096299263	-1.09258833987929	-1.97992475042594	-1.33205096299263	0.863900078451958	1.42556448652501	1.21312064144126	-1.32654247458055	1.03902949395541	1.09309613770268	1.60363371919146	2.6861849907518	2.00081986611859	1.04445237589319	-9.52657135836268	-2.2534235360163	1.23193162448834	-1.4649630685356	-17.2997057087288	-0.70303243087307	-8.7664110835841	41.3568136726267	0.678740489423366	-7.43575513952228	-3.97225248041738	-1.24030643834807	0.862383948912874	-9.90218546095311	0.556000982206778	0.668258982533855	0.726814489503094	-1.77974296962276	-9.35320668499945	0.605298774609138	0.609345317536722	0.572333207962295	2.98366696892575	-4.31692385235903	-1.33826899496989	-6.74069389630838	-2.98917585814918	-3.28225170969313	-0.231825960252639	-0.245028203001196	1.13893987225169	
245242_at	-1.46131738579827	-2.69226314051676	-16.3731568850235	17.0375182780521	-2.26780228411919	-1.43422778559188	-2.86410210462564	8.84221935288693	-5.0477576117912	-1.50124696321234	-1.59231201111525	2.83121070988929	-3.5805691229614	1.25852438544213	3.58174757002413	2.24145111498486	124.368252746051	-14.743785320058	-4.40030747756341	-2.43449128909697	-0.914660809046013	-1.24386392084125	6.61389250714274	-2.97978805732933	-1.50395439703113	-1.96382524552191	-5.29251206590011	-18.538332321181	-7.00426216002245	-1.28161923148833	-4.74920279567351	-8.22867405595727	-7.93282173403527	-4.42103524328452	5.15672738651494	-0.918652101091148	-1.33139698358503	-3.81660122845223	3.77375644895769	1.44559961919993	-14.6977724860214	-1.8031375801641	4.69281748624295	-2.03641643997724	2.18982934928688	1.83131068607236	0.897334368556944	-2.25061467205325	10.8860293672163	-19.3148446232768	-8.00696619973506	-2.75527778457423	20.4073717616453	0.58297768460154	1.07786010491017	32.9515677587685	1.01716343118821	4.25893062959431	1.77088280795964	1.07786010491017	-1.66060844922626	8.18141405938956	-0.967855787461793	-1.10577160346891	24.1861344224063	3.9660543074943	0.669287954109627	0.531482033837636	-2.3515077769704	
245249_at	4.73453022276697	15.9206163072137	1.6927196686194	1.55410706602359	-1.45912634937825	-8.08422310326277	14.6883463685081	15.0997332956853	3.60969707257539	3.38472686992972	-5.85960823587869	-19.5669840762054	-4.4527702438639	1.588539791853	2.12195055696986	1.62326364824803	-4.19691653998179	-26.6951688858	-4.47849039036713	2.65062990774329	3.41751553733181	2.94637878770158	10.0391930951134	2.81490042127677	7.06586005906678	1.6657573584653	3.0761471998806	3.56509682756845	29.7472708039769	8.16867052425315	-6.55482070744906	-2.31567827026611	-1.07741676990415	-1.39374955385169	-1.52178056035672	-0.878037850238618	-0.768997151837021	-0.805601934848043	7.66687335712612	9.8425773822973	5.13779103719711	-1.81759544378619	3.37009877123187	12.5818551087541	-7.83346468145367	14.2799978304665	-3.66875855157317	-2.40357801021801	-6.42443764245283	-4.49868327310597	5.54808997871047	-3.91246116270425	-8.16824552382093	-1.09242280201282	-0.986685130398678	2.17292510769419	2.07541760199798	1.33370850559876	-0.540904616890796	-0.800914061082993	-10.2528001437028	-66.5597685193147	0.438234594871573	5.34478438062609	0.88851128759155	0.872604167906562	1.18140752587306	3.01985386620671	-52.9479867902407	
